"urlThumbnailTeam","Team","ZOff","ZDef"
"https://stats.nba.com/media/img/teams/logos/ATL_logo.svg","Atlanta Hawks",0.278032429726002,0.115529906366481
"https://stats.nba.com/media/img/teams/logos/BKN_logo.svg","Brooklyn Nets",1.47301421937931,1.04753587369272
"https://stats.nba.com/media/img/teams/logos/BOS_logo.svg","Boston Celtics",-1.15594571785796,-1.36985460405971
"https://stats.nba.com/media/img/teams/logos/CHA_logo.svg","Charlotte Hornets",-0.0804621071699894,1.42616329791901
"https://stats.nba.com/media/img/teams/logos/CHI_logo.svg","Chicago Bulls",1.56861276255157,-1.48635534997549
"https://stats.nba.com/media/img/teams/logos/CLE_logo.svg","Cleveland Cavaliers",-0.343358100893716,-1.22422867166499
"https://stats.nba.com/media/img/teams/logos/DAL_logo.svg","Dallas Mavericks",-0.964748631513434,0.494157330592766
"https://stats.nba.com/media/img/teams/logos/DEN_logo.svg","Denver Nuggets",-1.25154426103023,0.581532890029601
"https://stats.nba.com/media/img/teams/logos/DET_logo.svg","Detroit Pistons",-0.916949359927302,0.173780279324372
"https://stats.nba.com/media/img/teams/logos/GSW_logo.svg","Golden State Warriors",-0.749651909375839,0.698033635945381
"https://stats.nba.com/media/img/teams/logos/HOU_logo.svg","Houston Rockets",-0.00876319979079099,0.290281025240152
"https://stats.nba.com/media/img/teams/logos/IND_logo.svg","Indiana Pacers",-0.295558829307583,1.07666106017167
"https://stats.nba.com/media/img/teams/logos/LAC_logo.svg","LA Clippers",0.254132793932936,0.668908449466437
"https://stats.nba.com/media/img/teams/logos/LAL_logo.svg","Los Angeles Lakers",0.206333522346804,2.12516777341369
"https://stats.nba.com/media/img/teams/logos/MEM_logo.svg","Memphis Grizzlies",-0.845250452548104,-1.19510348518604
"https://stats.nba.com/media/img/teams/logos/MIA_logo.svg","Miami Heat",1.44911458358624,-0.903851620396593
"https://stats.nba.com/media/img/teams/logos/MIL_logo.svg","Milwaukee Bucks",-0.510655551445179,-0.233972331380859
"https://stats.nba.com/media/img/teams/logos/MIN_logo.svg","Minnesota Timberwolves",1.21011822565558,0.115529906366481
"https://stats.nba.com/media/img/teams/logos/NOP_logo.svg","New Orleans Pelicans",1.44911458358624,2.15429295989263
"https://stats.nba.com/media/img/teams/logos/NYK_logo.svg","New York Knicks",0.732125509794257,0.319406211719097
"https://stats.nba.com/media/img/teams/logos/OKC_logo.svg","Oklahoma City Thunder",-1.10814644627183,0.465032144113822
"https://stats.nba.com/media/img/teams/logos/ORL_logo.svg","Orlando Magic",1.8315087562753,0.0281543469296471
"https://stats.nba.com/media/img/teams/logos/PHI_logo.svg","Philadelphia 76ers",-0.534555187238245,-0.641724942086088
"https://stats.nba.com/media/img/teams/logos/PHX_logo.svg","Phoenix Suns",-0.319458465100651,0.232030652282262
"https://stats.nba.com/media/img/teams/logos/POR_logo.svg","Portland Trail Blazers",-0.343358100893716,-1.02035236631237
"https://stats.nba.com/media/img/teams/logos/SAC_logo.svg","Sacramento Kings",-0.988648267306501,-0.903851620396592
"https://stats.nba.com/media/img/teams/logos/SAS_logo.svg","San Antonio Spurs",-0.128261378756121,-0.0300960260282432
"https://stats.nba.com/media/img/teams/logos/TOR_logo.svg","Toronto Raptors",1.7598098488961,-0.699975315043978
"https://stats.nba.com/media/img/teams/logos/UTA_logo.svg","Utah Jazz",-1.53833989054702,-1.48635534997549
"https://stats.nba.com/media/img/teams/logos/WAS_logo.svg","Washington Wizards",-0.128261378756122,-0.816476060959758
